iter	Passed	Remaining
1662	149304	299596
1663	149389	299496
1664	149493	299436
1665	149594	299368
1666	149700	299311
1667	149796	299234
1668	149881	299134
1669	149965	299033
1670	150064	298961
1671	150148	298859
1672	150232	298759
1673	150328	298681
1674	150435	298626
1675	150528	298541
1676	150616	298447
1677	150703	298353
1678	150792	298262
1679	150878	298163
1680	150972	298082
1681	151054	297978
1682	151140	297880
1683	151234	297798
1684	151321	297703
1685	151403	297597
1686	151498	297518
1687	151601	297454
1688	151687	297357
1689	151780	297273
1690	151871	297187
1691	151983	297140
1692	152090	297084
1693	152224	297079
1694	152328	297018
1695	152442	296974
1696	152549	296918
1697	152644	296837
1698	152751	296782
1699	152904	296814
1700	152988	296713
1701	153102	296669
1702	153195	296586
1703	153291	296507
1704	153384	296424
1705	153485	296354
1706	153597	296307
1707	153691	296225
1708	153791	296153
1709	153887	296075
1710	153968	295968
1711	154056	295874
1712	154137	295767
1713	154240	295702
1714	154334	295620
1715	154425	295531
1716	154502	295418
1717	154584	295312
1718	154674	295222
1719	154762	295128
1720	154856	295045
1721	154946	294956
1722	155027	294848
1723	155102	294731
1724	155174	294606
1725	155260	294509
1726	155344	294407
1727	155430	294310
1728	155519	294218
1729	155609	294129
1730	155701	294042
1731	155789	293948
1732	155877	293855
1733	155962	293756
1734	156053	293668
1735	156143	293579
1736	156223	293469
1737	156309	293371
1738	156415	293313
1739	156518	293247
1740	156619	293177
1741	156709	293087
1742	156787	292975
1743	156861	292857
1744	156939	292744
1745	157020	292637
1746	157109	292545
1747	157204	292465
1748	157285	292359
1749	157375	292269
1750	157474	292195
1751	157567	292111
1752	157657	292020
1753	157744	291925
1754	157836	291839
1755	157917	291733
1756	158008	291645
1757	158091	291542
1758	158192	291473
1759	158290	291398
1760	158384	291315
1761	158483	291242
1762	158583	291171
1763	158674	291082
1764	158757	290981
1765	158844	290885
1766	158942	290810
1767	159033	290721
1768	159116	290619
1769	159208	290532
1770	159300	290446
1771	159392	290361
1772	159497	290297
1773	159582	290199
1774	159681	290125
1775	159790	290069
1776	159882	289983
1777	159978	289905
1778	160084	289843
1779	160176	289756
1780	160256	289650
1781	160340	289548
1782	160435	289466
1783	160525	289377
1784	160631	289316
1785	160712	289210
1786	160808	289131
1787	160909	289061
1788	160990	288954
1789	161067	288841
1790	161162	288760
1791	161261	288686
1792	161351	288597
1793	161444	288511
1794	161530	288415
1795	161624	288331
1796	161717	288247
1797	161804	288151
1798	161901	288074
1799	161980	287964
1800	162070	287874
1801	162168	287800
1802	162263	287718
1803	162365	287650
1804	162453	287556
1805	162536	287454
1806	162630	287370
1807	162718	287277
1808	162814	287198
1809	162904	287108
1810	162998	287024
1811	163097	286951
1812	163187	286860
1813	163275	286766
1814	163368	286683
1815	163466	286606
1816	163555	286514
1817	163648	286429
1818	163745	286352
1819	163833	286258
1820	163929	286179
1821	164030	286108
1822	164118	286014
1823	164211	285930
1824	164293	285824
1825	164391	285750
1826	164487	285669
1827	164599	285617
1828	164685	285521
1829	164771	285423
1830	164862	285336
1831	164958	285255
1832	165032	285138
1833	165119	285042
1834	165209	284953
1835	165304	284871
1836	165392	284776
1837	165485	284693
1838	165572	284596
1839	165670	284521
1840	165790	284482
1841	165883	284396
1842	165996	284345
1843	166099	284279
1844	166185	284181
1845	166281	284101
1846	166388	284040
1847	166497	283983
1848	166624	283956
1849	166719	283873
1850	166821	283803
1851	166929	283743
1852	167020	283656
1853	167128	283595
1854	167223	283513
1855	167332	283455
1856	167418	283358
1857	167510	283271
1858	167610	283197
1859	167709	283123
1860	167817	283063
1861	167910	282976
1862	168017	282914
1863	168141	282882
1864	168241	282808
1865	168335	282724
1866	168451	282677
1867	168566	282628
1868	168662	282547
1869	168772	282490
1870	168886	282440
1871	168986	282366
1872	169119	282346
1873	169223	282280
1874	169316	282193
1875	169422	282130
1876	169523	282058
1877	169619	281977
1878	169718	281900
1879	169813	281818
1880	169904	281728
1881	170013	281668
1882	170113	281594
1883	170209	281513
1884	170321	281459
1885	170419	281382
1886	170533	281330
1887	170649	281283
1888	170725	281167
1889	170809	281067
1890	170912	280998
1891	170996	280897
1892	171088	280809
1893	171186	280731
1894	171279	280645
1895	171371	280557
1896	171458	280461
1897	171551	280374
1898	171630	280265
1899	171732	280195
1900	171824	280107
1901	171927	280037
1902	172022	279955
1903	172111	279862
1904	172194	279759
1905	172285	279670
1906	172363	279558
1907	172448	279461
1908	172538	279369
1909	172628	279278
1910	172719	279188
1911	172816	279109
1912	172917	279036
1913	173014	278957
1914	173110	278875
1915	173214	278807
1916	173318	278737
1917	173417	278660
1918	173503	278563
1919	173604	278490
1920	173690	278393
1921	173768	278282
1922	173857	278190
1923	173949	278102
1924	174042	278015
1925	174132	277924
1926	174218	277827
1927	174318	277752
1928	174400	277648
1929	174492	277559
1930	174574	277456
1931	174663	277364
1932	174746	277262
1933	174841	277179
1934	174932	277089
1935	175022	276997
1936	175115	276912
1937	175205	276821
1938	175296	276731
1939	175398	276658
1940	175478	276553
1941	175561	276450
1942	175649	276356
1943	175725	276243
1944	175812	276148
1945	175891	276039
1946	175977	275942
1947	176063	275844
1948	176150	275749
1949	176251	275675
1950	176332	275569
1951	176443	275511
1952	176528	275413
1953	176627	275335
1954	176725	275257
1955	176813	275164
1956	176908	275080
1957	177011	275009
1958	177091	274903
1959	177190	274826
1960	177272	274723
1961	177353	274618
1962	177450	274538
1963	177545	274453
1964	177646	274380
1965	177737	274290
1966	177844	274225
1967	177934	274134
1968	178025	274045
1969	178119	273959
1970	178208	273867
1971	178310	273795
1972	178397	273699
1973	178498	273625
1974	178594	273543
1975	178681	273448
1976	178761	273341
1977	178850	273249
1978	178930	273142
1979	179028	273063
1980	179123	272980
1981	179205	272877
1982	179292	272780
1983	179382	272690
1984	179472	272598
1985	179555	272496
1986	179624	272374
1987	179719	272291
1988	179803	272191
1989	179901	272111
1990	179983	272009
1991	180061	271900
1992	180152	271810
1993	180245	271723
1994	180340	271640
1995	180423	271539
1996	180522	271462
1997	180611	271368
1998	180693	271266
1999	180771	271157
2000	180857	271060
2001	180967	270998
2002	181057	270908
2003	181156	270831
2004	181239	270728
2005	181323	270628
2006	181416	270543
2007	181500	270443
2008	181586	270345
2009	181687	270271
2010	181775	270176
2011	181865	270087
2012	181958	269999
2013	182055	269919
2014	182158	269847
2015	182265	269782
2016	182355	269690
2017	182446	269601
2018	182526	269495
2019	182612	269398
2020	182706	269312
2021	182790	269214
2022	182887	269132
2023	182988	269057
2024	183078	268966
2025	183169	268876
2026	183257	268783
2027	183345	268689
2028	183422	268580
2029	183526	268508
2030	183599	268394
2031	183680	268288
2032	183777	268208
2033	183861	268108
2034	183948	268013
2035	184054	267946
2036	184142	267851
2037	184247	267782
2038	184344	267701
2039	184426	267598
2040	184517	267510
2041	184607	267419
2042	184690	267317
2043	184778	267224
2044	184859	267119
2045	184946	267024
2046	185032	266927
2047	185112	266822
2048	185196	266722
2049	185278	266620
2050	185430	266618
2051	185540	266556
2052	185634	266470
2053	185722	266377
2054	185802	266271
2055	185897	266187
2056	186000	266115
2057	186084	266015
2058	186167	265915
2059	186257	265823
2060	186353	265740
2061	186435	265638
2062	186520	265540
2063	186616	265457
2064	186702	265361
2065	186770	265239
2066	186859	265146
2067	186982	265103
2068	187073	265013
2069	187167	264927
2070	187246	264821
2071	187340	264736
2072	187420	264630
2073	187502	264528
2074	187589	264433
2075	187682	264346
2076	187778	264263
2077	187866	264170
2078	187950	264070
2079	188047	263989
2080	188142	263905
2081	188235	263819
2082	188330	263735
2083	188409	263629
2084	188500	263539
2085	188579	263433
2086	188677	263352
2087	188767	263261
2088	188855	263167
2089	188950	263084
2090	189041	262994
2091	189132	262905
2092	189226	262819
2093	189303	262711
2094	189393	262619
2095	189483	262528
2096	189569	262432
2097	189759	262479
2098	189904	262464
2099	190006	262390
2100	190121	262333
2101	190229	262266
2102	190332	262193
2103	190440	262127
2104	190546	262057
2105	190667	262009
2106	190764	261927
2107	190861	261846
2108	190958	261764
2109	191046	261670
2110	191138	261581
2111	191233	261496
2112	191328	261412
2113	191420	261324
2114	191508	261229
2115	191601	261143
2116	191701	261065
2117	191786	260967
2118	191883	260886
2119	191963	260780
2120	192047	260680
2121	192127	260576
2122	192212	260478
2123	192298	260381
2124	192376	260274
2125	192464	260180
2126	192545	260076
2127	192641	259992
2128	192719	259886
2129	192820	259809
2130	192916	259727
2131	193015	259646
2132	193110	259562
2133	193204	259477
2134	193298	259390
2135	193380	259288
2136	193473	259202
2137	193557	259102
2138	193637	258997
2139	193726	258905
2140	193812	258809
2141	193902	258718
2142	193977	258606
2143	194066	258514
2144	194162	258430
2145	194267	258359
2146	194356	258267
2147	194434	258159
2148	194526	258071
2149	194616	257980
2150	194717	257903
2151	194820	257829
2152	194914	257743
2153	195006	257654
2154	195100	257568
2155	195183	257468
2156	195290	257398
2157	195382	257311
2158	195479	257229
2159	195565	257132
2160	195666	257055
2161	195763	256973
2162	195863	256895
2163	195969	256825
2164	196059	256733
2165	196137	256626
2166	196229	256537
2167	196328	256458
2168	196412	256359
2169	196504	256270
2170	196590	256174
2171	196694	256101
2172	196785	256011
2173	196881	255928
2174	196980	255848
2175	197071	255757
2176	197159	255664
2177	197262	255590
2178	197362	255510
2179	197471	255444
2180	197552	255342
2181	197644	255252
2182	197724	255148
2183	197811	255053
2184	197901	254961
2185	197992	254871
2186	198081	254779
2187	198169	254685
2188	198264	254600
2189	198362	254520
2190	198460	254438
2191	198547	254343
2192	198649	254267
2193	198772	254219
2194	198865	254131
2195	198947	254028
2196	199051	253955
2197	199159	253888
2198	199247	253793
2199	199330	253693
2200	199434	253619
2201	199534	253540
2202	199634	253462
2203	199728	253375
2204	199821	253288
2205	199911	253197
2206	199994	253097
2207	200082	253002
2208	200166	252904
2209	200264	252822
2210	200352	252728
2211	200455	252653
2212	200559	252580
2213	200646	252485
2214	200740	252398
2215	200845	252325
2216	200942	252242
2217	201033	252152
2218	201122	252060
2219	201224	251984
2220	201321	251901
2221	201422	251823
2222	201508	251726
2223	201595	251631
2224	201676	251529
2225	201771	251443
2226	201862	251353
2227	201959	251270
2228	202047	251176
2229	202137	251085
2230	202234	251002
2231	202329	250917
2232	202419	250826
2233	202498	250720
2234	202581	250620
2235	202672	250530
2236	202769	250447
2237	202858	250355
2238	202949	250264
2239	203038	250172
2240	203127	250079
2241	203237	250013
2242	203327	249921
2243	203426	249841
2244	203520	249754
2245	203608	249660
2246	203700	249571
2247	203788	249477
2248	203878	249386
2249	203956	249280
2250	204041	249182
2251	204134	249095
2252	204217	248994
2253	204302	248897
2254	204396	248810
2255	204484	248716
2256	204584	248638
2257	204676	248549
2258	204759	248448
2259	204836	248342
2260	204926	248250
2261	205036	248182
2262	205115	248077
2263	205211	247993
2264	205304	247905
2265	205435	247863
2266	205528	247776
2267	205613	247678
2268	205705	247589
2269	205788	247490
2270	205877	247397
2271	205966	247304
2272	206060	247218
2273	206137	247110
2274	206223	247015
2275	206306	246915
2276	206402	246830
2277	206466	246708
2278	206554	246614
2279	206644	246522
2280	206737	246435
2281	206834	246352
2282	206934	246272
2283	207048	246210
2284	207126	246104
2285	207215	246011
2286	207301	245916
2287	207394	245827
2288	207483	245734
2289	207572	245643
2290	207666	245556
2291	207753	245460
2292	207837	245362
2293	207921	245264
2294	208022	245185
2295	208107	245087
2296	208195	244994
2297	208288	244906
2298	208390	244829
2299	208485	244743
2300	208578	244656
2301	208656	244550
2302	208751	244464
2303	208845	244378
2304	208945	244298
2305	209031	244202
2306	209118	244107
2307	209206	244014
2308	209295	243920
2309	209386	243831
2310	209458	243718
2311	209547	243626
2312	209648	243547
2313	209761	243482
2314	209850	243389
2315	209933	243291
2316	210027	243204
2317	210123	243119
2318	210219	243035
2319	210307	242941
2320	210399	242852
2321	210489	242761
2322	210587	242679
2323	210666	242574
2324	210759	242486
2325	210847	242392
2326	210940	242305
2327	211022	242204
2328	211112	242113
2329	211208	242029
2330	211302	241942
2331	211403	241863
2332	211499	241778
2333	211573	241668
2334	211658	241571
2335	211741	241471
2336	211819	241366
2337	211911	241278
2338	212006	241192
2339	212087	241090
2340	212178	241000
2341	212261	240901
2342	212348	240807
2343	212436	240713
2344	212529	240625
2345	212619	240533
2346	212683	240412
2347	212777	240325
2348	212872	240240
2349	212960	240147
2350	213055	240061
2351	213139	239963
2352	213235	239878
2353	213319	239780
2354	213406	239686
2355	213501	239600
2356	213593	239511
2357	213691	239429
2358	213799	239357
2359	213892	239269
2360	213981	239177
2361	214067	239081
2362	214165	238999
2363	214252	238904
2364	214348	238819
2365	214436	238725
2366	214526	238635
2367	214618	238545
2368	214713	238460
2369	214804	238369
2370	214899	238283
2371	214981	238183
2372	215080	238102
2373	215229	238076
2374	215343	238011
2375	215458	237947
2376	215553	237861
2377	215649	237777
2378	215746	237692
2379	215841	237606
2380	215923	237506
2381	216070	237478
2382	216179	237407
2383	216274	237321
2384	216366	237231
2385	216454	237138
2386	216538	237039
2387	216634	236955
2388	216725	236864
2389	216809	236766
2390	216903	236679
2391	217004	236599
2392	217104	236519
2393	217186	236419
2394	217291	236344
2395	217380	236251
2396	217478	236169
2397	217560	236068
2398	217653	235980
2399	217739	235884
2400	217839	235803
2401	217929	235711
2402	218018	235619
2403	218123	235544
2404	218214	235453
2405	218308	235366
2406	218402	235279
2407	218491	235186
2408	218590	235104
2409	218672	235004
2410	218754	234904
2411	218852	234821
2412	218949	234737
2413	219043	234650
2414	219130	234555
2415	219225	234469
2416	219314	234377
2417	219405	234286
2418	219495	234195
2419	219583	234101
2420	219655	233990
2421	219738	233891
2422	219825	233797
2423	219910	233699
2424	220020	233629
2425	220147	233577
2426	220250	233499
2427	220351	233419
2428	220429	233316
2429	220521	233226
2430	220619	233143
2431	220724	233067
2432	220832	232995
2433	220935	232917
2434	221024	232824
2435	221108	232726
2436	221201	232637
2437	221310	232566
2438	221402	232476
2439	221499	232392
2440	221594	232306
2441	221706	232238
2442	221801	232151
2443	221898	232067
2444	221983	231970
2445	222073	231878
2446	222160	231783
2447	222261	231704
2448	222353	231614
2449	222449	231529
2450	222546	231444
2451	222641	231358
2452	222724	231259
2453	222817	231170
2454	222893	231064
2455	222989	230979
2456	223075	230883
2457	223163	230789
2458	223264	230710
2459	223356	230619
2460	223453	230535
2461	223548	230449
2462	223641	230361
2463	223729	230266
2464	223816	230172
2465	223912	230086
2466	224003	229995
2467	224089	229900
2468	224184	229813
2469	224278	229726
2470	224376	229642
2471	224474	229559
2472	224556	229460
2473	224641	229363
2474	224737	229278
2475	224831	229189
2476	224916	229093
2477	225011	229006
2478	225101	228915
2479	225187	228819
2480	225276	228727
2481	225365	228633
2482	225456	228543
2483	225551	228457
2484	225642	228366
2485	225739	228282
2486	225820	228181
2487	225899	228078
2488	225989	227987
2489	226066	227881
2490	226152	227786
2491	226240	227692
2492	226323	227594
2493	226417	227507
2494	226504	227412
2495	226596	227322
2496	226687	227232
2497	226768	227131
2498	226850	227031
2499	226928	226928
2500	227028	226846
2501	227125	226761
2502	227218	226674
2503	227315	226589
2504	227409	226501
2505	227495	226406
2506	227582	226311
2507	227683	226231
2508	227776	226142
2509	227855	226040
2510	227937	225939
2511	228032	225854
2512	228135	225775
2513	228292	225749
2514	228375	225651
2515	228467	225562
2516	228563	225475
2517	228642	225373
2518	228733	225283
2519	228851	225218
2520	228940	225126
2521	229024	225029
2522	229108	224930
2523	229202	224843
2524	229286	224746
2525	229370	224648
2526	229457	224553
2527	229545	224460
2528	229625	224359
2529	229716	224269
2530	229803	224174
2531	229894	224083
2532	229988	223995
2533	230079	223905
2534	230180	223824
2535	230263	223726
2536	230343	223624
2537	230447	223546
2538	230547	223465
2539	230631	223367
2540	230728	223282
2541	230825	223197
2542	230911	223102
2543	230995	223004
2544	231089	222917
2545	231173	222820
2546	231268	222733
2547	231374	222657
2548	231469	222570
2549	231563	222482
2550	231644	222382
2551	231738	222294
2552	231825	222200
2553	231912	222105
2554	232007	222019
2555	232103	221932
2556	232197	221844
2557	232279	221746
2558	232362	221648
2559	232456	221560
2560	232547	221469
2561	232659	221399
2562	232826	221380
2563	232939	221310
2564	233054	221242
2565	233153	221159
2566	233445	221259
2567	233574	221204
2568	233685	221132
2569	233806	221070
2570	233912	220993
2571	234045	220942
2572	234144	220858
2573	234268	220798
2574	234380	220727
2575	234474	220638
2576	234574	220556
2577	234677	220477
2578	234768	220385
2579	234851	220287
2580	234936	220190
2581	235025	220097
2582	235177	220063
2583	235275	219978
2584	235363	219885
2585	235478	219816
2586	235591	219745
2587	235688	219660
2588	235787	219576
2589	235883	219490
2590	235977	219401
2591	236073	219315
2592	236176	219234
2593	236268	219145
2594	236369	219063
2595	236462	218974
2596	236560	218889
2597	236656	218802
2598	236743	218707
2599	236837	218619
2600	236945	218543
2601	237048	218463
2602	237133	218366
2603	237239	218289
2604	237347	218214
2605	237443	218127
2606	237541	218042
2607	237637	217955
2608	237741	217876
2609	237831	217783
2610	237926	217696
2611	238042	217628
2612	238149	217551
2613	238236	217457
2614	238353	217389
2615	238516	217364
2616	238620	217283
2617	238714	217195
2618	238831	217128
2619	238958	217068
2620	239065	216992
2621	239164	216908
2622	239257	216818
2623	239361	216739
2624	239467	216661
2625	239587	216595
2626	239704	216528
2627	239796	216437
2628	239900	216357
2629	240004	216277
2630	240105	216195
2631	240198	216105
2632	240298	216022
2633	240419	215957
2634	240517	215872
2635	240620	215792
2636	240716	215704
2637	240904	215700
2638	241050	215657
2639	241174	215595
2640	241309	215542
2641	241434	215482
2642	241798	215633
2643	241930	215578
2644	242067	215527
2645	242189	215462
2646	242297	215385
2647	242394	215298
2648	242481	215203
2649	242590	215127
2650	242704	215055
2651	242854	215016
2652	242971	214947
2653	243065	214857
2654	243171	214778
2655	243281	214703
2656	243375	214613
2657	243479	214533
2658	243596	214463
2659	243685	214370
2660	243803	214301
2661	243908	214221
2662	244016	214144
2663	244119	214062
2664	244218	213977
2665	244326	213900
2666	244433	213821
2667	244521	213726
2668	244619	213641
2669	244707	213546
2670	244809	213463
2671	244901	213372
2672	245002	213288
2673	245085	213189
2674	245176	213097
2675	245273	213010
2676	245415	212961
2677	245509	212872
2678	245614	212792
2679	245697	212693
2680	245793	212605
2681	245900	212526
2682	245984	212428
2683	246073	212335
2684	246168	212245
2685	246247	212143
2686	246342	212054
2687	246445	211972
2688	246532	211876
2689	246622	211783
2690	246719	211696
2691	246807	211601
2692	246894	211505
2693	246995	211422
2694	247090	211333
2695	247190	211249
2696	247293	211167
2697	247392	211081
2698	247489	210994
2699	247598	210917
2700	247703	210836
2701	247803	210751
2702	247903	210667
2703	248005	210584
2704	248143	210532
2705	248254	210456
2706	248369	210384
2707	248461	210293
2708	248580	210224
2709	248682	210141
2710	248789	210062
2711	248911	209996
2712	249025	209923
2713	249130	209842
2714	249231	209758
2715	249331	209673
2716	249427	209585
2717	249534	209506
2718	249645	209430
2719	249742	209343
2720	249845	209260
2721	249936	209168
2722	250035	209082
2723	250117	208982
2724	250218	208898
2725	250319	208813
2726	250406	208717
2727	250510	208636
2728	250612	208552
2729	250711	208467
2730	250795	208368
2731	250888	208278
2732	250981	208187
2733	251059	208083
2734	251165	208003
2735	251269	207922
2736	251365	207833
2737	251461	207744
2738	251547	207648
2739	251640	207557
2740	251727	207461
2741	251824	207374
2742	251922	207287
2743	252013	207194
2744	252122	207116
2745	252224	207033
2746	252303	206931
2747	252396	206840
2748	252478	206740
2749	252578	206655
2750	252665	206559
2751	252762	206471
2752	252853	206379
2753	252949	206290
2754	253042	206200
2755	253139	206112
2756	253224	206014
2757	253328	205932
2758	253415	205837
2759	253510	205747
2760	253599	205653
2761	253701	205569
2762	253797	205481
2763	253908	205404
2764	254006	205318
2765	254095	205223
2766	254193	205137
2767	254301	205058
2768	254407	204977
2769	254494	204881
2770	254589	204792
2771	254672	204693
2772	254761	204599
2773	254861	204513
2774	254958	204426
2775	255052	204335
2776	255147	204246
2777	255233	204149
2778	255319	204053
2779	255426	203973
2780	255514	203878
2781	255611	203791
2782	255701	203697
2783	255810	203619
2784	255887	203515
2785	255965	203412
2786	256065	203326
2787	256152	203231
2788	256243	203139
2789	256347	203056
2790	256430	202957
2791	256526	202868
2792	256614	202774
2793	256702	202678
2794	256781	202577
2795	256864	202478
2796	256958	202388
2797	257045	202292
2798	257142	202204
2799	257234	202112
2800	257331	202024
2801	257418	201929
2802	257513	201839
2803	257615	201756
2804	257707	201664
2805	257794	201568
2806	257877	201469
2807	257959	201370
2808	258053	201280
2809	258157	201197
2810	258249	201106
2811	258340	201012
2812	258438	200926
2813	258530	200834
2814	258624	200744
2815	258708	200645
2816	258801	200555
2817	258893	200462
2818	259017	200396
2819	259104	200300
2820	259190	200204
2821	259288	200117
2822	259372	200018
2823	259455	199920
2824	259546	199827
2825	259660	199753
2826	259750	199659
2827	259833	199561
2828	259921	199466
2829	260009	199371
2830	260092	199272
2831	260186	199182
2832	260291	199100
2833	260381	199007
2834	260477	198918
2835	260573	198829
2836	260655	198730
2837	260739	198632
2838	260833	198541
2839	260914	198442
2840	261009	198352
2841	261089	198251
2842	261177	198156
2843	261266	198062
2844	261352	197966
2845	261442	197873
2846	261540	197785
2847	261631	197693
2848	261735	197610
2849	261837	197526
2850	261921	197429
2851	262021	197343
2852	262122	197257
2853	262216	197167
2854	262299	197069
2855	262388	196975
2856	262492	196892
2857	262586	196801
2858	262678	196710
2859	262764	196613
2860	262868	196531
2861	262974	196449
2862	263056	196350
2863	263169	196274
2864	263255	196178
2865	263359	196095
2866	263445	195999
2867	263550	195916
2868	263647	195828
2869	263755	195748
2870	263852	195660
2871	263947	195571
2872	264040	195479
2873	264141	195394
2874	264246	195312
2875	264373	195246
2876	264470	195158
2877	264580	195079
2878	264678	194992
2879	264774	194903
2880	264876	194818
2881	264963	194723
2882	265070	194642
2883	265165	194552
2884	265261	194463
2885	265368	194382
2886	265457	194288
2887	265558	194203
2888	265657	194116
2889	265747	194023
2890	265854	193941
2891	265933	193841
2892	266027	193750
2893	266132	193667
2894	266236	193584
2895	266322	193488
2896	266414	193396
2897	266519	193314
2898	266602	193215
2899	266699	193127
2900	266804	193045
2901	266899	192955
2902	266997	192867
2903	267082	192770
2904	267173	192677
2905	267272	192590
2906	267358	192494
2907	267439	192394
2908	267529	192300
2909	267626	192212
2910	267730	192129
2911	267841	192051
2912	267929	191956
2913	268018	191862
2914	268116	191774
2915	268214	191686
2916	268327	191610
2917	268435	191529
2918	268536	191444
2919	268640	191360
2920	268725	191263
2921	268826	191177
2922	268930	191094
2923	269038	191013
2924	269137	190926
2925	269223	190830
2926	269319	190740
2927	269418	190653
2928	269515	190565
2929	269607	190473
2930	269701	190382
2931	269791	190289
2932	269887	190200
2933	269999	190122
2934	270099	190036
2935	270190	189943
2936	270275	189846
2937	270375	189759
2938	270474	189672
2939	270567	189581
2940	270640	189476
2941	270724	189378
2942	270828	189294
2943	270918	189201
2944	271027	189121
2945	271119	189029
2946	271222	188944
2947	271322	188857
2948	271420	188770
2949	271512	188678
2950	271610	188590
2951	271709	188502
2952	271799	188409
2953	271898	188322
2954	271995	188233
2955	272089	188142
2956	272181	188050
2957	272269	187955
2958	272350	187856
2959	272445	187766
2960	272540	187676
2961	272635	187586
2962	272741	187503
2963	272837	187414
2964	272921	187317
2965	273029	187235
2966	273129	187149
2967	273228	187062
2968	273324	186972
2969	273416	186880
2970	273521	186797
2971	273602	186698
2972	273690	186603
2973	273778	186507
2974	273884	186425
2975	273973	186331
2976	274064	186238
2977	274164	186152
2978	274264	186065
2979	274352	185970
2980	274442	185877
2981	274518	185774
2982	274608	185680
2983	274705	185591
2984	274806	185506
2985	274901	185415
2986	274993	185323
2987	275086	185232
2988	275177	185139
2989	275258	185039
2990	275358	184953
2991	275457	184866
2992	275551	184775
2993	275642	184682
2994	275736	184591
2995	275831	184501
2996	275928	184412
2997	276024	184323
2998	276118	184232
2999	276226	184150
3000	276324	184063
3001	276419	183972
3002	276509	183879
3003	276609	183792
3004	276712	183707
3005	276803	183614
3006	276895	183522
3007	276990	183432
3008	277076	183336
3009	277173	183247
3010	277261	183152
3011	277348	183057
3012	277435	182961
3013	277528	182870
3014	277621	182778
3015	277720	182691
3016	277798	182589
3017	277902	182506
3018	278030	182437
3019	278159	182369
3020	278313	182317
3021	278421	182235
3022	278528	182153
3023	278631	182068
3024	278765	182003
3025	278891	181933
3026	279031	181872
3027	279222	181845
3028	279357	181780
3029	279474	181704
3030	279576	181618
3031	279694	181543
3032	279815	181469
3033	279924	181388
3034	280025	181301
3035	280131	181217
3036	280251	181143
3037	280367	181066
3038	280496	180998
3039	280583	180902
3040	280698	180824
3041	280794	180735
3042	280884	180640
3043	280975	180548
3044	281075	180460
3045	281178	180375
3046	281284	180291
3047	281382	180202
3048	281476	180111
3049	281576	180024
3050	281681	179940
3051	281784	179854
3052	281890	179770
3053	281983	179679
3054	282095	179599
3055	282202	179516
3056	282297	179425
3057	282408	179344
3058	282502	179253
3059	282595	179161
3060	282691	179071
3061	282806	178993
3062	282906	178906
3063	283003	178817
3064	283099	178726
3065	283195	178636
3066	283302	178553
3067	283395	178461
3068	283562	178416
3069	283657	178325
3070	283755	178236
3071	283850	178145
3072	283963	178066
3073	284069	177982
3074	284160	177889
3075	284272	177808
3076	284376	177723
3077	284507	177655
3078	284607	177567
3079	284723	177489
3080	284826	177403
3081	284948	177330
3082	285054	177246
3083	285164	177164
3084	285280	177086
3085	285389	177004
3086	285497	176921
3087	285588	176828
3088	285686	176739
3089	285781	176648
3090	285892	176566
3091	285994	176480
3092	286111	176402
3093	286199	176307
3094	286313	176228
3095	286410	176139
3096	286506	176048
3097	286617	175967
3098	286717	175879
3099	286842	175806
3100	286940	175717
3101	287035	175626
3102	287154	175550
3103	287267	175470
3104	287366	175381
3105	287467	175293
3106	287584	175216
3107	287681	175126
3108	287805	175052
3109	287908	174966
3110	288010	174879
3111	288125	174801
3112	288227	174714
3113	288335	174630
3114	288433	174541
3115	288536	174455
3116	288628	174362
3117	288727	174273
3118	288820	174181
3119	288914	174089
3120	289010	173999
3121	289095	173901
3122	289188	173809
3123	289293	173724
3124	289398	173638
3125	289498	173551
3126	289590	173457
3127	289697	173374
3128	289797	173285
3129	289899	173198
3130	289992	173106
3131	290074	173007
3132	290199	172933
3133	290293	172842
3134	290397	172756
3135	290475	172655
3136	290564	172560
3137	290676	172478
3138	290765	172384
3139	290871	172299
3140	290969	172210
3141	291076	172126
3142	291182	172041
3143	291283	171953
3144	291378	171862
3145	291489	171780
3146	291582	171688
3147	291704	171612
3148	291792	171517
3149	291889	171427
3150	291994	171341
3151	292080	171245
3152	292174	171153
3153	292298	171079
3154	292390	170986
3155	292488	170896
3156	292598	170813
3157	292694	170723
3158	292786	170629
3159	292900	170549
3160	292993	170457
3161	293093	170368
3162	293196	170281
3163	293304	170197
3164	293392	170102
3165	293484	170009
3166	293593	169926
3167	293696	169839
3168	293808	169758
3169	293910	169670
3170	294009	169581
3171	294122	169500
3172	294223	169412
3173	294316	169320
3174	294436	169242
3175	294546	169160
3176	294649	169073
3177	294753	168987
3178	294848	168895
3179	294946	168806
3180	295034	168710
3181	295127	168618
3182	295229	168530
3183	295349	168453
3184	295443	168361
3185	295540	168270
3186	295639	168181
3187	295748	168098
3188	295852	168011
3189	295942	167917
3190	296049	167832
3191	296139	167738
3192	296241	167650
3193	296356	167570
3194	296463	167485
3195	296586	167410
3196	296699	167328
3197	296806	167243
3198	296918	167161
3199	297021	167074
3200	297137	166994
3201	297233	166904
3202	297325	166810
3203	297412	166714
3204	297504	166621
3205	297598	166529
3206	297706	166444
3207	297812	166358
3208	297916	166272
3209	298020	166186
3210	298135	166105
3211	298239	166018
3212	298333	165926
3213	298436	165839
3214	298533	165748
3215	298643	165665
